8765
40 40 39 44
37010 16 65 17 45
37015 44 65 16 25
69784 55 50 22 60
4251 26 54 65 68
69789 1 32 100 30
37026 99 78 18 91
69796 54 99 81 100
4267 76 43 73 62
37038 86 42 45 37
4273 52 39 98 97
69820 8 61 56 9
37053 25 37 100 21
4287 30 73 53 60
4288 21 99 2 86
69837 4 76 94 59
37070 62 76 5 83
69841 42 71 86 39
69847 31 72 36 16
37091 87 44 58 70
37093 49 45 79 28
69864 34 33 63 98
4329 32 82 50 10
69871 42 14 69 76
37109 69 4 38 77
4341 93 34 5 70
4350 0 44 70 60
37118 76 67 75 60
4353 21 99 3 85
69891 8 90 0 24
37125 76 26 12 50
69895 30 67 34 44
69896 86 80 61 20
69897 87 8 37 79
69898 13 97 56 71
4363 2 15 54 37
4366 49 59 21 38
69911 34 78 46 49
4377 54 82 69 5
69916 68 27 5 15
4380 96 25 73 45
37151 65 100 81 84
69919 80 73 99 6
4393 12 33 99 11
4402 71 56 31 54
37174 15 8 83 48
69950 37 5 94 18
4418 15 55 72 39
37189 23 4 65 34
37197 35 59 44 84
69970 3 7 40 33
37202 25 94 38 40
69976 50 63 30 74
4441 73 27 15 91
69980 97 19 85 89
37219 52 84 5 8
69997 60 26 49 55
70001 97 88 24 23
37234 52 33 98 82
37235 37 68 99 48
37237 93 16 0 47
37241 23 13 69 47
70014 56 28 5 60
37251 76 98 60 49
70025 22 69 25 46
4500 98 14 31 93
4502 57 43 97 39
37270 41 62 4 86
37273 98 39 90 41
4509 53 19 73 30
4514 84 48 47 0
37283 49 14 45 38
70051 54 76 80 68
4519 41 84 0 17
37289 29 60 79 52
4526 36 63 87 0
4530 66 24 60 42
70067 100 46 12 86
70068 79 10 32 63
37301 21 93 8 24
4534 1 66 45 69
70076 60 29 6 17
70082 18 70 55 96
37340 31 39 41 84
4573 98 100 12 7
70110 35 45 96 13
37344 57 89 52 1
37351 91 33 64 63
37352 16 66 56 36
70122 48 39 38 84
37371 33 88 40 15
70141 16 90 52 80
70142 3 24 50 77
70144 88 85 3 13
37385 18 48 32 75
70157 47 49 95 82
4623 48 93 70 26
70163 74 21 67 12
4634 52 42 88 38
70176 68 28 13 7
4645 76 13 47 35
70186 93 84 3 89
70192 52 90 15 69
4664 12 61 14 93
37434 31 99 20 98
4666 95 54 23 31
70206 88 72 0 56
4671 7 29 45 89
37447 49 28 13 73
4687 79 98 0 20
37465 2 89 9 30
37479 65 74 2 52
70252 35 57 87 92
4718 24 32 87 46
37491 99 9 62 39
37492 81 91 98 46
37493 14 8 57 94
70259 93 21 49 100
70263 17 64 68 87
70264 30 58 78 1
37499 67 86 53 67
4736 50 99 71 70
4737 38 65 34 98
70279 11 93 12 69
37512 45 85 3 70
70281 27 75 53 61
70288 73 15 11 1
37521 31 48 56 42
4763 26 28 77 27
70301 16 25 68 67
4773 10 19 65 26
4774 66 91 18 32
4776 13 4 100 84
4778 45 8 11 29
37549 18 71 16 100
70318 14 39 23 7
37558 44 72 72 71
4792 87 34 53 61
70337 6 51 17 12
70351 60 69 16 30
70358 35 2 37 90
37591 2 2 44 45
70359 63 15 2 99
70361 31 37 90 66
37593 41 16 7 23
37596 13 7 31 2
37599 34 72 63 73
4851 56 73 44 41
70389 28 67 5 10
37622 21 3 7 83
4854 27 49 29 27
37636 80 69 98 5
70405 44 35 72 60
37638 98 32 37 30
4878 44 7 23 70
37650 63 61 22 7
70420 76 34 17 18
37657 39 100 90 41
4893 16 51 24 26
4894 67 3 80 71
70442 54 62 13 87
4909 73 18 33 65
70446 83 55 96 23
4913 15 58 77 34
37686 1 23 73 7
4920 24 8 33 50
37696 7 89 70 71
70470 51 28 42 4
70475 94 71 75 42
37719 36 46 73 80
37730 47 83 93 85
70499 26 9 52 37
70502 21 81 85 95
37738 80 92 51 82
37741 84 14 79 40
37742 75 88 46 3
4985 18 45 25 93
37753 28 75 78 3
4986 71 17 64 64
5001 49 66 73 36
37773 23 64 76 42
5008 9 88 59 89
5009 8 45 85 35
37778 35 22 65 8
37779 31 22 84 17
70547 64 54 50 10
37782 79 19 56 13
37788 75 86 72 67
70560 60 31 52 92
5037 35 8 96 37
70574 97 5 76 14
5038 12 10 46 31
37807 73 97 7 50
70579 48 80 19 21
5044 0 39 5 78
5048 71 77 9 45
37823 51 87 19 44
70592 19 65 72 94
37825 11 38 40 100
37828 82 83 8 39
70598 95 62 16 68
5063 31 35 70 97
37831 81 94 34 3
5067 72 21 23 27
70603 63 26 59 28
5073 58 92 69 32
5077 9 37 71 18
70622 46 86 1 8
37858 30 92 85 63
37866 65 11 23 21
37871 98 33 55 100
70639 91 51 90 40
5120 39 2 23 36
37893 40 19 81 43
70667 61 5 88 44
70668 77 17 16 91
70679 27 49 32 7
5145 64 18 54 19
5150 10 45 12 47
37924 1 88 52 28
37936 53 7 47 37
70709 21 70 77 62
70714 9 48 31 84
70716 1 28 44 12
5183 87 33 15 20
70722 49 100 18 15
37955 31 16 74 46
37956 18 64 92 85
70731 74 94 4 17
70732 71 68 78 31
70733 88 3 21 50
37972 97 53 75 30
37973 73 60 5 94
5206 22 43 87 90
37977 11 88 19 92
70759 71 99 77 42
37995 19 13 99 38
5230 34 78 52 43
70767 78 74 2 97
5238 75 15 63 20
38007 48 2 96 100
5254 64 3 92 43
38023 57 21 91 8
70793 71 38 41 47
38030 62 73 16 55
5264 79 70 91 26
38034 91 89 94 15
38041 91 78 11 34
38048 70 45 35 40
5281 71 52 4 76
70820 59 18 91 0
70832 52 79 100 94
70834 67 8 14 61
70835 26 73 59 98
5301 73 62 86 57
5302 37 24 88 32
70841 16 0 72 31
70843 21 41 68 69
70848 87 33 18 95
38083 26 92 45 34
70853 49 18 0 56
70856 26 13 2 62
70857 54 38 45 74
5321 46 80 63 71
38092 22 3 80 72
5336 75 81 4 46
70876 69 96 26 53
5343 16 77 9 8
38123 12 68 67 13
70893 47 99 97 1
70895 65 80 39 42
70897 58 34 80 13
5362 21 64 73 95
38129 63 63 56 4
70901 70 77 85 14
38135 69 63 60 84
5367 30 100 54 23
38137 53 26 47 47
38139 84 98 1 75
70907 53 36 47 87
38151 81 90 78 3
5385 95 18 93 61
70928 69 68 14 13
70934 4 43 7 4
38177 73 23 73 97
38181 64 23 93 57
38183 34 85 24 50
38189 67 38 46 42
38196 8 21 4 65
5430 100 20 30 62
70966 6 3 95 87
70973 52 24 90 1
38212 1 64 46 16
38223 27 4 60 99
38228 57 61 45 99
70996 86 64 41 47
70997 57 41 41 25
5462 52 18 34 90
5460 33 22 18 35
38237 38 95 36 57
71006 64 4 53 18
5472 85 23 39 88
71017 86 57 97 76
38254 89 40 15 74
38257 16 6 100 9
5490 6 34 22 61
38264 36 50 18 15
71033 29 74 25 71
5504 66 75 39 95
5505 13 25 88 48
5506 4 49 97 27
38274 89 28 33 14
5513 55 51 0 58
5519 63 50 44 72
71061 70 40 18 65
5527 70 48 44 13
71066 37 14 23 34
71071 31 4 57 99
71073 63 19 22 11
38309 77 16 82 59
38311 63 48 64 27
5549 62 80 83 7
5561 94 77 35 10
38332 80 15 28 40
38335 21 41 73 4
71108 85 13 38 71
5577 27 24 97 21
38346 18 54 1 5
5579 53 28 74 97
38348 88 100 100 18
38353 55 85 42 78
38358 18 96 25 75
71126 53 13 44 29
5593 75 2 8 29
38364 10 48 1 83
38365 46 56 15 9
38367 5 94 54 9
71143 76 76 67 60
5613 51 44 41 72
38382 45 63 33 77
5620 37 52 62 24
71157 66 32 63 39
38391 30 59 62 27
71175 13 63 76 12
5645 92 88 52 2
5648 50 83 63 89
5653 28 13 78 29
5654 81 78 59 0
71189 95 18 93 78
38446 33 40 57 37
5678 76 67 97 15
5693 12 22 95 67
5697 28 1 48 68
71249 24 30 21 64
71251 14 74 57 24
5728 61 56 66 72
5737 63 30 43 96
71277 34 81 69 24
38511 95 5 49 30
71281 29 8 83 8
5746 70 40 82 59
38518 99 82 96 48
71287 29 40 88 88
5751 74 17 79 26
71289 58 17 50 68
38525 70 22 76 55
38534 82 2 57 80
38536 44 61 47 6
71306 3 13 20 78
5772 28 34 86 7
71310 54 76 32 99
38543 83 86 16 57
71312 32 63 32 25
71319 3 56 32 94
5786 73 92 77 62
71325 14 37 10 59
38557 88 21 35 32
5802 64 9 65 41
38571 41 74 55 55
38575 80 20 85 76
38582 20 83 30 55
38585 75 60 93 63
38595 53 91 66 23
5839 63 47 0 74
5853 21 73 62 35
38624 45 22 15 48
5857 35 43 10 80
71392 78 2 89 75
71397 76 28 82 74
5862 20 78 16 30
5863 26 9 58 52
71400 24 53 89 86
5865 89 88 33 97
38634 24 62 75 54
5873 25 10 1 86
38647 30 21 52 8
71416 1 72 81 38
5880 32 34 87 93
38653 36 71 56 19
38657 90 19 65 84
5889 86 49 95 89
5891 41 10 45 69
38663 53 49 2 66
5896 96 73 45 6
5897 80 57 64 15
38665 54 56 85 14
71435 82 39 37 47
71439 11 47 53 64
71442 34 62 1 49
71446 86 17 39 77
38681 52 63 84 94
38683 62 60 41 64
71458 61 91 4 60
5925 81 69 51 100
38693 13 21 82 2
38702 59 59 73 36
38704 7 57 90 90
5939 0 95 61 94
71480 78 33 75 86
5944 85 1 20 8
5946 45 30 17 23
38715 94 23 99 25
5948 22 19 15 78
5951 99 27 31 13
71492 64 37 83 36
71493 24 78 35 78
5957 26 61 83 41
38726 92 95 0 93
5960 28 77 51 0
38731 83 32 50 8
38757 57 21 8 94
38760 59 22 45 46
38763 57 29 72 41
38765 66 9 47 1
5999 22 55 69 83
38767 55 38 30 20
38769 59 32 54 37
71540 86 61 80 74
6005 22 97 20 51
38775 88 33 17 76
71544 45 69 59 85
6009 35 24 93 81
6014 70 73 4 38
71571 46 55 59 98
71582 45 52 42 87
6047 23 15 29 35
71584 56 96 87 16
71586 36 91 4 4
6053 71 73 12 62
38823 43 55 16 88
71599 64 6 80 61
38832 8 1 92 95
38834 3 43 15 3
38840 12 73 91 50
71611 72 66 89 0
71615 6 36 48 53
71616 56 6 28 51
71629 10 6 52 19
71632 94 21 26 38
6098 98 15 80 36
38869 75 95 53 39
71637 54 41 81 79
6104 86 58 91 61
71647 45 53 56 100
71650 64 13 15 95
38882 70 27 45 20
38884 59 76 64 31
6121 23 93 40 66
71662 6 64 42 10
38895 95 78 58 94
6130 27 61 19 73
71667 36 60 24 49
6135 70 27 70 37
38906 21 91 43 46
6145 32 86 88 74
71695 84 32 70 6
38935 38 21 82 51
6175 66 78 69 16
6177 14 54 73 54
38948 85 13 23 40
38949 99 38 67 74
6181 36 68 80 85
71719 48 75 21 94
71718 82 22 18 25
38954 89 97 77 38
71736 64 64 15 12
38969 75 21 94 78
38981 93 83 28 98
38982 9 84 96 45
38986 13 74 64 61
71754 87 62 51 46
71756 88 35 2 100
6221 44 22 72 36
38989 18 89 97 4
6224 11 59 95 27
71764 54 42 4 40
71766 15 94 86 99
6233 99 71 22 3
39002 30 26 48 18
71772 86 77 66 41
6239 22 41 6 25
71775 90 37 8 24
39014 59 73 6 10
71783 50 24 21 56
71795 27 11 87 37
71797 63 56 69 28
71798 23 57 23 0
39032 94 96 42 73
71801 54 64 50 70
6266 58 52 84 77
39035 72 58 17 57
6268 38 66 5 42
39036 96 11 39 7
6274 23 54 52 12
71819 3 74 57 67
71824 63 10 60 96
71828 41 60 64 27
6292 51 75 17 6
71830 15 96 4 81
39063 69 42 14 15
39064 84 51 6 54
6297 60 77 83 54
39066 68 73 44 80
6300 80 63 21 0
39070 46 18 12 29
6306 25 88 60 43
6313 3 40 68 26
71857 33 17 33 64
39092 8 3 67 39
71863 41 13 34 90
71867 14 45 97 41
71868 14 10 95 90
71869 26 88 71 53
71875 21 7 63 43
6341 27 56 43 10
71885 29 8 6 79
6356 60 78 84 48
71900 82 4 48 27
6365 2 36 17 28
71903 72 74 16 55
6370 93 27 99 38
71918 71 33 55 53
6395 71 11 87 26
6400 0 31 97 17
71938 45 73 85 78
39177 60 76 69 24
6413 15 32 48 42
39181 2 48 86 55
71949 64 16 79 89
6423 44 59 86 61
39192 43 23 59 13
39196 38 28 24 60
71965 73 4 3 42
6429 39 52 60 82
71967 5 25 96 86
6453 15 41 39 85
6454 79 1 67 67
6455 20 3 92 96
39227 67 23 21 8
71996 75 82 38 78
39230 80 49 39 54
72001 61 27 19 75
39237 31 0 98 17
39242 93 33 64 36
39247 97 67 27 47
6493 87 29 85 13
6502 18 64 3 80
39277 87 32 46 66
39278 1 1 16 10
72051 93 99 41 29
39284 53 61 50 9
72056 92 57 53 97
72057 40 82 63 41
39293 0 67 23 68
6529 12 78 35 51
6537 72 76 93 79
72074 87 72 100 90
6540 65 15 49 80
72079 67 8 49 57
6544 20 41 7 38
72084 90 100 46 88
6553 94 65 92 93
39323 28 58 79 45
6559 49 58 81 52
6560 86 60 89 58
6565 47 23 21 20
39336 24 0 67 58
6584 44 55 58 82
39359 51 95 64 50
72130 55 12 30 44
72131 97 77 62 65
72132 6 37 47 65
6598 34 93 10 66
72139 5 4 50 90
6604 64 4 92 42
6615 83 98 75 80
6625 96 32 93 45
39394 38 82 31 31
6628 46 40 78 49
39397 41 92 59 48
72168 42 24 30 51
39406 89 48 38 35
6639 16 46 61 76
6641 13 77 34 4
39418 79 85 68 12
72192 86 51 55 85
6658 95 100 2 50
72205 5 1 21 41
39440 92 14 12 7
39447 33 39 47 99
72227 73 97 48 59
39459 34 30 75 50
6694 34 48 51 40
39464 2 86 55 81
39465 97 32 57 36
72235 28 40 19 63
72238 56 64 72 47
39471 42 20 22 74
39470 77 46 22 35
6705 36 41 86 17
72242 32 98 69 54
72246 66 34 8 30
39482 47 46 72 7
6721 3 78 54 61
39491 73 52 16 5
6727 40 27 3 42
39501 55 20 16 58
6745 27 71 82 85
72282 72 2 100 3
72283 12 5 82 81
6750 98 54 84 54
72288 18 97 33 24
6753 69 66 9 86
72290 79 15 72 36
72296 62 37 21 41
6764 5 96 32 17
72301 49 6 65 74
39554 4 90 55 96
72323 3 34 37 30
6791 3 43 30 15
6799 95 86 50 51
39588 86 22 7 59
72365 14 94 47 44
6838 93 72 19 34
72380 56 50 69 25
72381 14 55 10 9
72382 28 94 31 41
6853 27 36 33 11
39623 2 63 34 6
6855 26 45 44 85
72393 68 82 51 73
39625 28 61 84 40
6858 28 4 54 2
6859 14 68 77 7
72397 1 36 76 0
39630 68 70 34 1
39631 73 88 30 47
72401 66 84 27 58
72403 56 47 30 82
6867 34 33 57 54
6876 66 58 93 18
39649 39 48 12 12
6885 11 42 66 10
72422 13 67 8 60
72423 4 13 87 47
39656 72 44 63 40
6892 67 64 7 64
6899 33 50 67 97
72436 65 89 72 59
39670 28 86 50 27
6904 91 87 10 89
72444 93 85 81 83
6913 100 38 73 50
6916 42 45 31 13
72452 100 73 11 42
39690 33 54 31 41
39691 12 59 43 59
39697 2 67 53 95
6943 88 90 77 93
39715 99 86 24 79
6948 40 71 95 73
39719 21 28 7 16
6953 49 30 1 21
6954 88 44 47 59
72491 88 66 45 52
72492 51 9 21 84
72490 73 63 34 87
39729 53 22 96 45
39730 80 43 39 14
39738 57 6 47 52
39739 80 83 82 43
39749 12 33 51 10
72520 87 99 35 9
39755 19 87 55 14
6987 30 41 56 20
72523 45 96 79 32
39758 65 2 32 5
6993 97 6 8 100
6995 89 95 98 23
72536 18 74 89 10
72537 76 76 48 11
39770 6 50 33 15
39772 14 36 99 15
7009 44 91 27 43
7014 38 63 35 75
7016 77 23 50 80
39787 47 93 92 41
72559 55 8 91 31
72562 68 59 38 86
39798 40 73 80 60
72567 34 9 5 87
7032 11 90 75 9
72577 13 91 83 24
7046 49 58 36 47
72585 92 28 5 71
7052 48 16 73 32
72589 60 12 40 66
7055 83 5 15 7
39825 39 82 31 66
7058 5 26 23 2
39830 46 100 70 52
72612 90 91 48 19
7076 59 73 39 10
7079 53 16 47 72
39850 65 24 77 58
72620 100 4 13 70
39854 5 70 56 59
72627 1 0 44 5
39861 31 61 37 86
7098 67 86 99 21
7101 29 85 82 41
39870 13 91 38 9
7106 92 69 8 34
7113 43 74 71 41
7115 3 72 94 19
72653 10 47 73 5
7120 12 10 63 37
72659 27 62 23 19
7127 29 34 56 100
72665 90 51 56 41
72679 5 61 13 99
72682 30 36 23 7
72685 75 88 73 37
72698 19 13 38 94
39935 6 55 32 70
39936 1 36 22 92
39946 63 82 13 10
39949 43 35 78 12
7185 77 30 29 96
7188 62 52 68 43
39962 92 0 8 66
39966 36 25 8 42
39967 57 95 2 35
7201 73 2 68 8
7204 41 16 3 68
72745 16 85 21 66
7213 39 37 78 70
72754 36 99 11 43
39992 59 82 4 84
72762 15 46 30 61
39995 100 46 82 75
39999 2 59 16 12
40001 54 22 94 21
40002 11 36 3 46
7238 55 80 27 6
40007 6 2 85 11
7241 68 68 27 79
72779 9 22 61 55
7245 54 62 1 36
72783 82 26 3 28
7249 83 47 96 33
40033 31 9 17 19
40036 34 3 99 2
40037 17 39 50 36
40039 94 89 59 74
7274 15 16 85 45
72813 1 22 28 40
7279 76 0 83 99
72815 2 12 95 82
72817 44 61 60 45
40050 77 61 55 15
7285 88 61 85 80
7287 40 93 30 0
7288 25 78 59 81
40056 4 94 13 69
72824 77 13 28 87
7290 57 9 61 81
40060 59 17 53 2
72832 32 61 85 88
7298 50 92 97 81
72836 39 48 75 36
72841 71 11 100 21
40073 19 68 79 66
72843 43 76 27 30
7307 13 28 21 14
7319 38 82 4 51
40088 23 56 85 34
7324 67 87 75 88
72864 99 81 74 11
40097 52 56 76 50
7338 78 72 23 43
7340 95 28 80 72
40109 76 96 48 31
40110 73 1 34 55
7351 42 26 23 63
7353 44 72 99 94
72891 3 92 90 15
7357 1 71 51 63
72894 36 82 86 8
7384 91 0 40 66
40159 94 8 71 36
40161 4 98 49 13
7399 74 29 88 23
40173 77 58 82 74
7407 21 94 46 94
40176 11 90 78 100
7408 0 81 58 58
7409 17 17 11 32
40179 8 49 28 9
72945 35 30 2 49
40183 18 81 0 81
72954 88 18 19 24
7421 41 23 42 90
72959 56 34 27 0
72961 47 18 77 35
72965 62 12 63 11
72967 95 92 0 29
40200 57 40 54 43
40207 44 96 44 86
72978 7 73 30 3
40210 26 23 16 43
40212 25 62 66 74
7444 44 52 23 2
40222 3 99 35 80
7459 89 100 38 53
40230 58 26 32 78
40232 29 64 3 25
7465 39 66 89 25
7470 48 64 36 53
40239 94 99 50 10
7471 6 62 81 99
7474 38 14 29 63
40246 24 95 72 15
73029 40 64 83 71
7496 97 26 61 23
73040 35 53 27 55
40273 59 73 44 33
40279 23 65 65 4
7511 99 95 73 44
73049 52 93 100 23
40282 42 45 80 22
40283 38 32 46 35
7515 40 64 7 58
73058 66 46 41 34
7528 19 61 50 53
73066 24 65 42 80
40302 40 39 75 32
73073 33 81 7 100
73075 26 96 53 9
40313 50 5 42 45
7546 71 86 73 44
73086 80 71 4 66
7553 24 10 20 56
73090 81 44 65 97
40321 58 82 79 59
40327 33 8 96 51
73098 5 15 95 41
40332 83 38 4 83
73110 46 83 99 6
40343 37 15 16 80
73117 44 17 90 44
73135 77 43 75 75
73137 13 97 61 69
73138 87 11 3 85
7602 70 92 34 64
7605 88 56 70 14
73145 76 19 64 96
7611 3 60 1 10
73148 86 42 3 74
73151 86 83 16 96
73155 43 30 37 40
73156 16 52 7 67
73160 90 12 52 49
73165 75 82 66 99
40404 34 68 76 92
40415 29 5 11 18
73185 88 18 93 82
73192 33 46 68 53
73193 51 90 61 69
73194 43 83 66 65
40432 8 16 48 39
40434 50 38 33 47
7673 93 84 85 29
73213 94 38 5 63
73216 32 36 3 12
7681 16 9 89 83
73219 53 16 75 53
7688 61 57 84 0
73230 3 65 22 37
7696 44 69 18 46
7697 78 45 24 4
73233 48 49 85 47
73237 2 39 85 11
7704 43 65 57 37
40475 85 13 44 34
7708 27 62 12 26
73249 69 12 51 63
7722 92 2 60 21
73259 90 31 9 40
73260 91 97 74 79
73261 26 16 55 30
40493 25 78 65 59
40501 60 54 73 23
40502 65 36 18 33
73274 9 80 32 63
7738 85 58 16 65
7742 70 78 86 89
40513 87 44 32 32
73283 88 13 23 8
7747 63 78 42 82
73289 99 83 74 48
7754 71 16 52 94
73294 88 76 31 4
7758 55 31 95 89
40528 94 48 34 83
73298 48 93 14 7
40531 67 30 51 89
7763 42 68 46 8
7766 81 13 87 45
73317 62 20 93 35
73318 82 12 57 94
40553 29 0 78 14
40559 50 54 23 53
40561 90 93 71 60
40564 47 30 95 17
7797 20 27 42 63
40566 69 68 87 25
40568 63 30 23 26
40570 4 100 11 31
40573 80 65 59 96
40581 82 76 90 95
40596 4 39 100 46
73367 58 53 24 98
73368 13 88 55 71
73375 80 0 26 2
7842 11 21 90 96
7843 83 16 66 26
7848 89 1 21 49
40619 63 91 13 35
73389 27 14 85 11
40623 92 54 49 73
7857 46 81 1 4
7868 15 77 44 72
7872 91 5 52 14
7875 83 21 100 58
73415 87 57 96 10
73419 48 68 6 32
7884 72 36 58 92
73427 47 56 7 38
7894 34 2 40 98
7895 39 80 6 3
40665 32 8 80 14
73434 68 6 66 2
73435 68 57 57 39
73440 54 66 35 13
7912 55 21 75 16
7913 68 95 72 86
73453 57 44 16 29
40690 81 57 82 93
7922 82 37 28 66
40692 70 80 42 47
40694 6 98 79 3
7932 40 77 80 83
7935 77 43 27 45
73473 46 84 77 74
73474 38 33 59 94
73478 52 74 72 27
40711 87 44 99 37
40712 6 77 97 84
7947 92 76 69 4
73486 69 33 39 25
73489 25 62 12 83
73491 65 84 50 33
40724 0 14 36 29
7957 87 44 12 27
7959 39 27 21 36
73496 62 72 70 36
40735 66 96 7 45
7974 69 1 90 38
73515 16 96 88 81
40748 61 9 52 41
73520 32 73 43 24
73524 8 57 91 97
40762 53 39 37 81
73536 49 9 58 77
73537 49 66 20 44
73538 51 48 75 59
8004 6 85 26 74
8011 56 49 0 81
8015 11 72 76 81
8021 35 86 40 22
40795 35 45 49 62
40799 34 13 62 51
73579 53 54 79 5
73580 79 72 83 40
40813 88 19 92 52
8056 88 100 76 94
8057 89 100 49 17
40824 41 34 91 10
8060 61 53 88 74
8062 14 30 9 71
40834 28 2 65 64
8068 35 97 19 87
73604 62 49 88 45
40838 50 69 20 63
40840 62 24 12 66
8073 89 68 69 93
8075 12 56 4 18
8077 0 95 96 0
8078 38 21 44 55
8079 14 51 0 37
8080 39 48 76 100
73621 42 8 50 57
73622 88 11 71 61
73625 59 20 29 14
8090 79 58 17 97
40857 63 10 50 49
40873 36 76 64 33
8111 79 5 63 24
40882 1 68 39 59
40886 14 37 31 49
40887 89 77 44 55
8124 88 86 19 2
8125 84 0 74 64
73662 3 34 89 77
40894 98 47 0 39
73672 8 1 61 95
8137 29 62 34 58
8138 44 53 38 57
8139 34 20 89 39
40913 95 14 96 25
8155 35 51 22 74
73693 82 39 71 59
40926 68 86 72 76
73698 33 73 38 19
73702 85 58 16 85
73705 52 12 31 44
73706 65 51 37 47
40946 89 11 79 65
8183 15 83 94 52
73720 68 50 40 21
73728 85 75 83 15
73731 81 67 44 32
8199 80 5 92 44
40970 87 57 15 94
40971 74 32 16 60
73744 15 84 32 78
73747 65 100 31 59
73751 97 11 63 72
40988 38 84 62 45
73756 99 59 39 56
8223 27 46 22 57
73761 41 36 8 4
73764 33 67 83 41
40998 55 11 26 66
73767 84 47 32 95
73770 53 11 53 85
73772 17 34 56 34
8239 58 98 37 86
73778 72 2 87 11
41012 56 84 77 27
73792 46 61 76 70
41025 100 94 89 57
41028 79 20 54 47
73797 62 5 16 36
73800 36 1 22 73
41032 19 66 98 6
8282 61 95 42 36
41054 60 58 24 62
73824 9 10 16 82
41057 6 94 4 1
73825 46 54 99 78
73828 90 66 88 50
41063 42 96 66 52
41065 42 81 56 95
73834 54 26 59 0
41070 35 34 96 46
73839 40 38 34 14
8309 80 59 58 76
41084 18 12 67 48
41086 66 38 3 35
41095 72 94 75 58
41098 61 35 49 68
41105 30 10 38 91
73873 72 95 66 44
41111 90 73 82 56
73883 98 31 62 7
41117 15 16 40 51
41119 24 75 41 34
41125 6 11 68 57
41129 2 29 29 69
41131 15 93 99 29
8372 76 64 40 55
41145 55 79 97 21
41165 81 22 23 39
73936 80 96 19 21
73943 12 66 78 78
8409 44 28 52 99
41179 6 99 10 20
41180 6 80 38 37
73950 99 57 26 90
8426 39 6 2 50
41194 2 44 45 5
41199 7 72 6 90
41200 95 10 59 18
73968 38 52 95 33
8433 82 95 84 13
8435 23 77 43 14
41206 97 76 14 16
8442 97 72 78 37
73981 28 74 88 53
8449 76 9 0 20
73987 84 11 40 26
41220 12 39 48 39
41221 8 58 41 11
8452 31 50 6 39
41219 14 47 70 28
73993 52 38 56 32
8458 53 75 8 10
41225 54 29 59 64
73994 93 63 21 69
73996 60 44 35 76
8469 54 36 81 17
8471 85 34 5 49
74008 90 33 49 50
41244 60 84 26 8
41245 54 29 49 96
74018 12 36 40 36
74020 78 39 100 20
41253 71 19 8 1
8490 94 12 75 15
41262 56 98 97 31
41265 80 10 52 87
8503 40 21 89 40
74041 34 75 63 55
8510 27 100 10 20
8511 93 91 66 89
8514 17 63 41 8
41284 58 42 9 24
74053 94 71 65 37
74058 77 19 77 63
74064 1 5 12 80
41297 63 72 60 35
74071 28 53 33 16
74072 84 54 28 97
74086 25 89 73 28
8553 74 28 85 36
74090 8 75 68 33
41328 1 49 100 91
74100 57 100 49 1
41335 57 69 0 98
41340 16 26 52 53
41354 73 44 65 70
74128 49 88 6 82
8595 67 75 30 74
74133 88 48 83 90
74145 62 1 68 95
8620 70 70 2 100
41393 30 92 63 1
41395 19 73 78 71
74171 15 38 58 2
74172 14 47 91 20
41404 27 17 29 3
74174 94 98 30 1
41412 86 23 98 78
8648 42 65 50 0
41434 44 47 100 42
8667 49 65 84 74
41436 29 72 30 12
8670 21 73 52 66
74208 66 87 79 62
8684 65 76 5 14
41455 29 22 15 30
41456 22 100 100 80
8690 93 55 95 76
8692 80 77 29 11
74231 46 56 83 36
74238 0 97 39 98
41472 65 24 59 20
74242 89 90 83 67
41475 25 94 33 30
8713 30 72 99 73
41488 13 81 51 58
8724 75 100 57 10
41500 11 42 36 91
8734 8 90 1 59
74272 85 53 34 5
8750 88 62 38 33
74288 4 38 72 29
41535 27 16 63 8
8772 81 26 1 48
74310 22 68 91 80
41543 9 63 7 27
8778 5 97 54 63
74318 34 26 53 66
8783 37 9 57 11
74322 71 50 88 7
41557 83 22 98 62
74327 19 11 75 14
8793 15 75 41 7
41565 24 31 97 43
8798 28 74 9 99
8799 71 51 93 94
41567 96 51 71 0
74333 77 65 91 86
8806 97 33 88 52
74349 73 36 71 63
8815 23 99 45 24
74358 10 13 7 8
41591 70 81 53 74
8828 28 12 21 64
8830 20 42 16 96
74367 71 29 88 54
74368 85 72 54 49
74372 31 94 26 16
8837 51 48 49 1
74379 84 95 69 2
8843 4 84 59 17
41619 33 85 6 33
8853 42 96 41 4
41621 1 58 40 18
41625 40 80 95 15
74395 26 75 97 4
8865 59 99 15 50
8866 4 62 71 22
41637 41 42 54 82
74408 14 49 42 26
8895 57 60 63 35
8908 39 30 99 31
8910 24 63 6 62
74447 98 98 59 29
8913 10 79 100 83
74449 42 4 64 45
8915 96 36 58 27
41684 33 28 55 27
41694 2 49 52 52
8927 86 100 20 9
74464 15 77 27 63
8928 57 58 12 97
41705 35 77 76 83
8940 87 55 11 51
8942 98 54 0 62
74480 78 45 0 94
8944 82 87 35 39
8955 17 92 97 17
8958 26 29 2 53
74496 79 29 2 71
8964 26 24 94 41
41733 3 63 40 13
8969 52 84 30 69
74508 13 81 37 93
74509 4 5 83 1
8976 94 23 32 21
41746 72 92 86 9
8987 9 9 16 65
8990 54 57 77 62
8991 94 18 48 99
41760 83 74 57 36
74534 32 7 67 24
74541 22 94 67 42
41778 32 93 63 83
41780 28 82 89 48
